"SamAccountName","ComputerName","ComputerCreationDate","ComputerChanged","LastBadPasswordAttempt","PasswordExpired","PasswordLastSet","PasswordNeverExpires","PasswordNotRequired","DistinguishedName"
"HSE62E$","HSE62E","3/17/2016 1:41:19 PM","10/27/2021 2:37:23 PM",,"False","12/24/2019 1:56:26 PM","False","False","CN=HSE62E,OU=10-27-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU9JZ9N72$","CWVU9JZ9N72","3/17/2016 12:16:56 PM","10/13/2021 10:42:51 AM",,"False","10/19/2016 3:19:15 PM","False","False","CN=CWVU9JZ9N72,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPATH7E3E7$","HSPATH7E3E7","3/25/2014 2:03:30 PM","10/13/2021 10:48:10 AM",,"False","2/29/2016 10:35:36 PM","False","False","CN=HSPATH7E3E7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITDSS1789$","HSITDSS1789","8/11/2015 2:04:21 PM","10/13/2021 10:47:07 AM",,"False","8/11/2015 2:04:21 PM","False","False","CN=HSITDSS1789,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ME-48C7$","HS-ME-48C7","9/5/2012 2:27:44 PM","10/13/2021 10:47:07 AM",,"False","7/31/2014 12:16:33 PM","False","False","CN=HS-ME-48C7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSAVP4E6D$","HSAVP4E6D","3/18/2016 1:52:44 PM","5/3/2021 10:32:15 AM",,"False","4/26/2021 1:11:13 PM","False","False","CN=HSAVP4E6D,OU=AVP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHEJB$","HSSPHEJB","3/12/2015 1:09:48 PM","10/13/2021 10:50:10 AM",,"False","3/21/2016 9:35:11 PM","False","False","CN=HSSPHEJB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OBGYN10$","OBGYN10","9/10/2014 3:51:38 PM","10/13/2021 10:52:04 AM",,"False","3/12/2016 11:17:35 PM","False","False","CN=OBGYN10,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PEDSLAPTOP1$","PEDSLAPTOP1","3/23/2016 8:17:41 AM","10/13/2021 10:52:25 AM",,"False","3/25/2016 10:51:39 AM","False","False","CN=PEDSLAPTOP1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUFLQYSG1$","CWVUFLQYSG1","9/6/2011 4:20:47 PM","7/30/2019 4:56:29 PM",,"False","3/25/2016 1:48:15 PM","False","False","CN=CWVUFLQYSG1,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEXPHYSF970$","HSEXPHYSF970","5/29/2013 1:10:23 PM","10/13/2021 10:46:21 AM",,"False","3/3/2016 11:21:29 AM","False","False","CN=HSEXPHYSF970,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSANIMQB3DB$","HSANIMQB3DB","4/17/2014 7:45:20 AM","10/13/2021 10:44:26 AM",,"False","3/20/2016 11:42:46 AM","False","False","CN=HSANIMQB3DB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS76MXN32$","HS76MXN32","3/28/2016 2:11:12 PM","10/13/2021 10:44:11 AM",,"False","11/21/2016 8:54:57 AM","False","False","CN=HS76MXN32,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHOHSRMSS2$","HSSPHOHSRMSS2","3/30/2016 10:05:15 AM","10/13/2021 10:50:30 AM",,"False","8/9/2016 8:46:11 AM","False","False","CN=HSSPHOHSRMSS2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSON8842$","HSSON8842","11/10/2015 1:01:25 PM","10/13/2021 10:49:37 AM",,"False","4/11/2018 3:49:00 PM","False","False","CN=HSSON8842,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RUPPERTLABPC2$","RUPPERTLABPC2","10/4/2011 9:30:49 AM","10/13/2021 10:52:34 AM",,"False","3/18/2016 8:14:53 PM","False","False","CN=RUPPERTLABPC2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU5PJFYQ1$","CWVU5PJFYQ1","9/6/2012 1:59:01 PM","10/13/2021 10:42:51 AM",,"False","4/1/2016 10:41:34 AM","False","False","CN=CWVU5PJFYQ1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITS-JSWILSON$","ITS-JSWILSON","7/27/2012 2:53:23 PM","10/13/2021 10:50:59 AM",,"False","4/1/2016 11:46:45 AM","False","False","CN=ITS-JSWILSON,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RDTP-6HCZ982$","RDTP-6HCZ982","3/2/2016 6:24:37 PM","10/13/2021 10:52:34 AM",,"False","2/9/2017 1:42:22 PM","False","False","CN=RDTP-6HCZ982,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSA519$","HSITSA519","2/22/2016 2:07:31 PM","11/13/2021 7:53:03 AM",,"False","11/11/2021 1:36:00 AM","False","False","CN=HSITSA519,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSINMDC39B$","HSINMDC39B","4/24/2014 3:29:32 PM","10/13/2021 10:47:07 AM",,"False","3/25/2016 4:32:20 PM","False","False","CN=HSINMDC39B,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRADMIN16$","MBRADMIN16","12/21/2015 3:58:19 PM","10/13/2021 10:51:27 AM",,"False","3/12/2016 7:56:53 PM","False","False","CN=MBRADMIN16,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMAILC205$","HSMAILC205","12/11/2014 7:47:50 AM","10/13/2021 10:47:07 AM",,"False","3/24/2016 2:42:30 AM","False","False","CN=HSMAILC205,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUH155V52$","CWVUH155V52","8/28/2015 11:02:47 AM","10/13/2021 10:43:12 AM",,"False","3/28/2016 5:22:52 AM","False","False","CN=CWVUH155V52,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHSTADB41F$","HSHSTADB41F","8/19/2015 3:22:25 PM","10/13/2021 10:46:51 AM",,"False","4/4/2016 11:24:10 AM","False","False","CN=HSHSTADB41F,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCFORTYTWO$","CHSCFORTYTWO","3/14/2016 11:01:59 AM","3/11/2021 3:13:24 PM",,"False","5/19/2019 10:45:55 PM","False","False","CN=CHSCFORTYTWO,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCADMIN3$","MBRCCADMIN3","10/27/2014 8:55:39 AM","10/13/2021 10:51:27 AM",,"False","2/25/2016 10:41:18 AM","False","False","CN=MBRCCADMIN3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FIMPORTAL$","FIMPORTAL","7/24/2013 10:26:09 AM","3/10/2021 2:01:56 PM",,"False","1/23/2014 12:58:50 AM","False","False","CN=FIMPORTAL,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FIMDB$","FIMDB","7/24/2013 10:11:51 AM","3/10/2021 2:01:56 PM",,"False","1/22/2014 4:52:42 AM","False","False","CN=FIMDB,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FIMCM$","FIMCM","7/24/2013 10:18:22 AM","3/10/2021 2:01:56 PM",,"False","1/21/2014 11:00:08 PM","False","False","CN=FIMCM,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"FILESRVR$","FILESRVR","1/23/2013 11:08:45 PM","3/10/2021 2:01:55 PM",,"False","2/29/2016 1:11:45 PM","False","False","CN=FILESRVR,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHC2013B$","HSHC2013B","6/4/2013 2:23:18 PM","3/9/2021 2:46:13 PM",,"False","6/4/2013 2:23:18 PM","False","False","CN=HSHC2013B,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHC2013$","HSHC2013","6/4/2013 11:40:02 AM","3/9/2021 2:46:13 PM",,"False","6/4/2013 11:40:02 AM","False","False","CN=HSHC2013,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSFIM$","HSFIM","6/5/2013 3:02:38 PM","3/10/2021 2:01:59 PM",,"False","5/2/2014 2:02:16 PM","False","False","CN=HSFIM,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCMBAM$","CHSCMBAM","1/21/2016 7:58:55 AM","7/30/2019 4:56:30 PM",,"False","4/5/2016 2:39:43 PM","False","False","CN=CHSCMBAM,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCCTRU$","MBRCCCTRU","11/7/2013 8:08:32 AM","10/13/2021 10:51:27 AM",,"False","5/8/2015 6:30:38 PM","False","False","CN=MBRCCCTRU,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TSE-LAB$","TSE-LAB","7/15/2014 1:53:11 PM","10/13/2021 10:53:40 AM",,"False","9/22/2014 9:17:33 AM","False","False","CN=TSE-LAB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBMEDLP2FAB$","HSBMEDLP2FAB","4/6/2016 9:23:49 AM","2/25/2020 8:09:59 AM",,"False","2/12/2020 8:15:16 AM","False","False","CN=HSBMEDLP2FAB,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCGUOLAB11$","MBRCCGUOLAB11","9/3/2014 11:58:09 AM","10/13/2021 10:51:33 AM",,"False","4/6/2016 1:46:15 PM","False","False","CN=MBRCCGUOLAB11,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52032$","H52032","4/15/2014 8:30:05 AM","11/20/2021 5:14:33 AM",,"False","10/31/2021 4:59:40 PM","False","False","CN=H52032,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"yoda$","yoda","12/2/2014 11:54:56 AM","7/30/2019 4:56:31 PM",,"False","11/6/2015 3:50:31 PM","True","False","CN=yoda,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOM-BB73$","HSC-SOM-BB73","11/24/2009 1:59:08 PM","10/13/2021 10:45:31 AM",,"False","4/22/2015 5:50:00 PM","False","False","CN=HSC-SOM-BB73,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRADMIN19$","MBRADMIN19","12/22/2015 11:20:25 AM","10/13/2021 10:51:27 AM",,"False","4/7/2016 12:42:06 PM","False","False","CN=MBRADMIN19,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PT-MBA$","PT-MBA","1/6/2016 2:30:30 PM","10/13/2021 10:52:25 AM",,"False","3/15/2016 2:16:19 PM","False","False","CN=PT-MBA,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H52163$","H52163","4/8/2014 2:07:41 PM","11/21/2021 3:32:19 PM",,"False","11/1/2021 12:56:25 PM","False","False","CN=H52163,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHJAW-LT10$","HSSPHJAW-LT10","10/8/2015 12:28:11 PM","11/17/2021 8:39:38 AM","11/2/2020 8:32:52 AM","False","11/2/2021 8:09:52 AM","False","False","CN=HSSPHJAW-LT10,OU=MGMT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"BRIER$","BRIER","3/25/2010 7:45:48 AM","11/15/2021 4:19:25 PM","9/17/2019 9:57:56 AM","False","10/25/2021 8:34:50 AM","False","False","CN=BRIER,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRADMIN15$","MBRADMIN15","9/15/2015 11:38:23 AM","10/13/2021 10:51:27 AM",,"False","3/9/2016 2:58:38 PM","False","False","CN=MBRADMIN15,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-ITS-E67DB$","HSC-ITS-E67DB","10/21/2010 4:23:17 PM","10/13/2021 10:45:24 AM",,"False","3/31/2016 12:13:52 AM","False","False","CN=HSC-ITS-E67DB,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PEDSLAPTOP3$","PEDSLAPTOP3","4/7/2016 3:30:03 PM","10/13/2021 10:52:25 AM",,"False","8/1/2019 1:17:35 PM","False","False","CN=PEDSLAPTOP3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RESIDENT$","RESIDENT","6/3/2010 2:45:19 PM","10/13/2021 10:52:34 AM",,"False","4/3/2016 3:06:34 AM","False","False","CN=RESIDENT,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ITSWEB-SQL08R2$","ITSWEB-SQL08R2","11/1/2013 12:44:20 PM","11/20/2021 1:04:28 PM",,"False","11/5/2021 2:46:46 PM","False","False","CN=ITSWEB-SQL08R2,OU=ITS Web Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCNEURO1XSLP72$","HSCNEURO1XSLP72","4/14/2016 8:31:48 AM","11/18/2020 12:46:00 PM",,"False","11/18/2020 12:45:46 PM","False","False","CN=HSCNEURO1XSLP72,OU=Neurology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMDTVCE29$","HSMDTVCE29","2/10/2016 2:27:16 PM","11/17/2021 1:59:41 PM",,"False","10/29/2021 11:06:46 AM","False","False","CN=HSMDTVCE29,OU=Support,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHMED889A$","HSBEHMED889A","4/21/2014 1:12:58 PM","10/13/2021 10:44:32 AM",,"False","4/10/2016 2:12:28 PM","False","False","CN=HSBEHMED889A,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRADMIN00$","MBRADMIN00","2/22/2016 10:11:34 AM","10/13/2021 10:51:27 AM",,"False","4/14/2016 2:02:46 PM","False","False","CN=MBRADMIN00,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITDSS1448$","HSITDSS1448","5/29/2013 11:12:07 AM","11/14/2021 8:21:26 PM",,"False","10/23/2021 1:00:09 AM","False","False","CN=HSITDSS1448,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RDTP-3S0PQ22$","RDTP-3S0PQ22","7/7/2015 5:29:38 PM","10/13/2021 10:52:34 AM",,"False","8/21/2017 9:21:27 AM","False","False","CN=RDTP-3S0PQ22,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURG4C28$","HSCSURG4C28","8/9/2013 2:49:48 PM","10/13/2021 10:46:05 AM",,"False","3/21/2016 10:37:36 PM","False","False","CN=HSCSURG4C28,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-DB1E$","HSC-SOP-DB1E","8/3/2010 9:07:51 AM","10/13/2021 10:46:05 AM",,"False","3/30/2016 12:10:23 PM","False","False","CN=HSC-SOP-DB1E,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHICRCMZ-RA$","HSSPHICRCMZ-RA","2/15/2016 4:34:41 PM","10/13/2021 10:50:30 AM",,"False","4/16/2016 12:50:31 PM","False","False","CN=HSSPHICRCMZ-RA,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSCC53$","HSITSCC53","2/7/2014 10:50:50 AM","11/21/2021 5:14:33 PM",,"False","10/25/2021 8:52:18 PM","False","False","CN=HSITSCC53,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSAZUREPRINT1$","HSAZUREPRINT1","4/20/2016 9:28:13 AM","3/10/2021 2:01:57 PM",,"False","9/20/2016 7:07:16 PM","False","False","CN=HSAZUREPRINT1,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JTPC$","JTPC","5/29/2013 10:27:42 AM","11/12/2021 7:31:30 AM",,"False","11/1/2021 5:54:38 AM","False","False","CN=JTPC,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBHMEDCB03$","HSBHMEDCB03","5/24/2013 7:36:10 AM","10/13/2021 10:44:32 AM",,"False","4/6/2016 12:25:42 PM","False","False","CN=HSBHMEDCB03,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMED93D4$","HSMED93D4","6/25/2009 7:49:18 AM","7/30/2019 4:56:31 PM",,"False","4/9/2016 1:18:21 PM","False","True","CN=HSMED93D4,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PRETEACCN$","PRETEACCN","4/4/2012 2:45:06 PM","10/13/2021 10:52:25 AM",,"False","4/4/2016 3:57:05 AM","False","False","CN=PRETEACCN,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BMED-AC3A$","HS-BMED-AC3A","12/16/2014 12:44:42 PM","10/13/2021 10:44:32 AM",,"False","4/11/2016 1:19:37 PM","False","False","CN=HS-BMED-AC3A,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPWEB$","HSSPWEB","4/22/2016 4:20:07 PM","3/10/2021 2:02:02 PM",,"False","7/23/2016 12:27:08 PM","False","False","CN=HSSPWEB,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSI71E9$","HSCTSI71E9","5/13/2015 11:36:59 AM","10/13/2021 10:46:05 AM",,"False","4/13/2016 6:45:02 AM","False","False","CN=HSCTSI71E9,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOPB01F$","HSSOPB01F","5/1/2014 3:52:26 PM","10/13/2021 10:49:52 AM",,"False","4/14/2016 8:12:58 AM","False","False","CN=HSSOPB01F,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCCTRU23$","MBRCCCTRU23","8/18/2015 1:38:25 PM","10/13/2021 10:51:27 AM",,"False","4/6/2016 7:37:35 PM","False","False","CN=MBRCCCTRU23,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H51666$","H51666","3/11/2016 7:26:46 AM","11/18/2021 6:30:49 PM",,"False","11/2/2021 8:25:44 AM","False","False","CN=H51666,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOND810$","HSSOND810","10/15/2013 3:18:32 PM","10/13/2021 10:49:37 AM",,"False","4/18/2016 11:21:41 AM","False","False","CN=HSSOND810,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RUPPERTLABPC$","RUPPERTLABPC","3/5/2009 12:51:28 PM","10/13/2021 10:52:34 AM",,"False","4/25/2016 9:30:05 PM","False","False","CN=RUPPERTLABPC,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPHHPMLLH-DT$","HSSPHHPMLLH-DT","3/3/2016 1:24:12 PM","10/13/2021 10:50:10 AM",,"False","4/3/2016 1:35:12 AM","False","False","CN=HSSPHHPMLLH-DT,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHSTECHACA5BEA$","HSHSTECHACA5BEA","9/4/2013 3:07:00 PM","10/13/2021 10:46:51 AM",,"False","4/10/2016 7:34:40 AM","False","False","CN=HSHSTECHACA5BEA,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCTECHNICAL$","MBRCCTECHNICAL","4/15/2016 2:09:37 PM","10/13/2021 10:51:45 AM",,"False","4/15/2016 2:09:37 PM","False","False","CN=MBRCCTECHNICAL,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"NEUROPSYCH-TEST$","NEUROPSYCH-TEST","4/27/2016 11:08:50 AM","10/13/2021 10:52:04 AM",,"False","9/2/2018 9:22:27 AM","False","False","CN=NEUROPSYCH-TEST,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCPC17$","MBRCPC17","3/15/2016 12:33:42 PM","10/13/2021 10:51:45 AM",,"False","3/15/2016 12:33:42 PM","False","False","CN=MBRCPC17,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"STORSIMPLETEST$","STORSIMPLETEST","4/28/2016 2:40:53 PM","3/10/2021 2:02:08 PM",,"False","7/29/2016 9:49:55 PM","False","False","CN=STORSIMPLETEST,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-LEGAL-5487$","HS-LEGAL-5487","2/28/2012 9:57:23 AM","10/13/2021 10:47:07 AM",,"False","4/6/2016 1:59:43 AM","False","False","CN=HS-LEGAL-5487,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JEFFPC$","JEFFPC","3/21/2012 8:17:56 AM","6/24/2021 9:18:22 AM",,"False","1/12/2017 7:12:25 AM","False","False","CN=JEFFPC,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITS6BF4$","HSITS6BF4","2/22/2016 3:17:33 PM","11/20/2021 4:34:52 PM",,"False","11/15/2021 11:35:05 AM","False","False","CN=HSITS6BF4,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCFELLOWS19$","MBRCCFELLOWS19","5/22/2013 1:22:18 PM","10/13/2021 10:51:27 AM",,"False","4/28/2016 7:14:10 PM","False","False","CN=MBRCCFELLOWS19,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSPSQL$","HSSPSQL","4/29/2016 11:16:19 AM","3/10/2021 2:02:02 PM",,"False","6/30/2016 4:53:22 AM","False","False","CN=HSSPSQL,OU=DisabledSystemsServers,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSHSTADB795$","HSHSTADB795","8/5/2015 10:04:43 AM","10/13/2021 10:46:51 AM",,"False","4/30/2016 1:09:16 PM","False","False","CN=HSHSTADB795,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSLEGAL303C$","HSLEGAL303C","8/5/2014 2:50:37 PM","10/13/2021 10:47:07 AM",,"False","4/17/2016 9:08:37 AM","False","False","CN=HSLEGAL303C,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-EXPHYS-41A3$","HS-EXPHYS-41A3","1/14/2014 2:34:10 PM","10/13/2021 10:46:21 AM",,"False","4/28/2016 10:03:59 PM","False","False","CN=HS-EXPHYS-41A3,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEDSIM2$","HSCEDSIM2","3/9/2016 10:12:21 AM","10/13/2021 10:45:15 AM",,"False","4/9/2016 3:57:22 AM","False","False","CN=HSCEDSIM2,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ITS-8A48$","HS-ITS-8A48","1/15/2016 9:16:05 AM","10/13/2021 10:47:07 AM",,"False","5/9/2018 1:37:09 PM","False","False","CN=HS-ITS-8A48,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSLEGAL2322$","HSLEGAL2322","3/22/2013 3:33:44 PM","10/13/2021 10:47:07 AM",,"False","4/25/2016 9:07:25 AM","False","False","CN=HSLEGAL2322,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITSKIOSK$","HSITSKIOSK","5/2/2016 10:56:48 AM","10/13/2021 10:47:07 AM",,"False","5/2/2016 10:56:48 AM","False","False","CN=HSITSKIOSK,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMEDBB73$","HSMEDBB73","4/11/2016 1:21:22 PM","10/13/2021 10:47:23 AM",,"False","4/11/2016 1:21:22 PM","False","False","CN=HSMEDBB73,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RAD9X58BN1$","RAD9X58BN1","11/2/2010 8:53:32 AM","10/13/2021 10:52:31 AM",,"False","4/25/2016 12:16:21 PM","False","False","CN=RAD9X58BN1,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONF9C7$","HSSONF9C7","10/15/2013 10:58:04 AM","10/13/2021 10:49:48 AM",,"False","5/2/2016 4:27:14 PM","False","False","CN=HSSONF9C7,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOM-NEURO-RR$","SOM-NEURO-RR","6/2/2015 8:58:40 AM","10/13/2021 10:53:13 AM",,"False","4/22/2016 3:43:01 PM","False","False","CN=SOM-NEURO-RR,OU=10-13-2021,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSITS14AE$","HSITS14AE","3/24/2016 3:15:45 PM","11/21/2021 8:31:58 AM",,"False","11/13/2021 9:18:52 AM","False","False","CN=HSITS14AE,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
