"Name","Enabled","PasswordLastSet","OperatingSystem","distinguishedName"
"EXPHYS-CHX88Y1","True","7/18/2014 10:43:13 AM","Windows 7 Enterprise","CN=EXPHYS-CHX88Y1,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUHXV65S1","False","7/18/2014 2:19:26 PM","Windows 7 Enterprise","CN=CWVUHXV65S1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JFARRIS2-MD","True","7/21/2014 9:46:37 AM","Windows 7 Professional","CN=JFARRIS2-MD,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BEHM-6756","True","7/21/2014 1:06:29 PM","Windows 7 Professional","CN=HS-BEHM-6756,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JONEIL-WIN7","True","7/22/2014 1:20:44 PM","Windows 7 Professional","CN=JONEIL-WIN7,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURGB138","False","7/22/2014 2:06:59 PM","Windows 7 Enterprise","CN=HSCSURGB138,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"WVEKAMPSNIDER","True","7/23/2014 7:14:32 AM","Windows 7 Professional","CN=WVEKAMPSNIDER,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURG996F8","True","7/23/2014 9:37:04 AM","Windows 8 Enterprise","CN=HSCSURG996F8,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURG996F","False","7/23/2014 9:40:52 AM","Windows 7 Enterprise","CN=HSCSURG996F,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURG0CBC","False","7/23/2014 10:04:26 AM","Windows 7 Enterprise","CN=HSCSURG0CBC,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMEDD679","False","7/23/2014 1:10:28 PM","Windows 7 Enterprise","CN=HSCEMMEDD679,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MACHAGGIS","True","7/23/2014 7:09:29 PM","Windows Server 2003","CN=MACHAGGIS,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"IOEH-RES4","True","7/24/2014 6:16:28 AM","Windows 7 Professional","CN=IOEH-RES4,OU=OCMD,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSAFETYB991","True","7/24/2014 8:14:37 AM","Windows 7 Professional","CN=HSSAFETYB991,OU=Admin,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SAFTEYE37B","True","7/24/2014 9:33:45 AM","Windows 7 Enterprise","CN=SAFTEYE37B,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMICROA496","True","7/24/2014 12:56:47 PM","Windows 7 Enterprise","CN=HSMICROA496,OU=General,OU=Microbiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-FM-ELE-B255","True","7/25/2014 12:53:06 PM","Windows 7 Enterprise","CN=HSC-FM-ELE-B255,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SOP-BREED8","True","7/27/2014 4:48:17 PM","Windows 7 Professional","CN=SOP-BREED8,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCORTHOC8E2","True","7/28/2014 7:30:38 AM","Windows 7 Enterprise","CN=HSCORTHOC8E2,OU=Ortho,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-PPIFER","True","7/28/2014 9:10:33 AM","Windows 7 Professional","CN=MD-PPIFER,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-GHOANG","True","7/28/2014 11:26:31 AM","Windows 7 Professional","CN=MD-GHOANG,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU-90MV591","True","7/28/2014 1:33:12 PM","Windows 7 Enterprise","CN=CWVU-90MV591,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED7012","True","7/29/2014 6:32:55 AM","Windows 7 Professional","CN=HSCED7012,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-CMED-0108","True","7/30/2014 2:14:09 PM","Windows 7 Professional","CN=HS-CMED-0108,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSSERVICES6211","True","7/31/2014 8:26:36 AM","Windows 7 Professional","CN=HSSSERVICES6211,OU=Student Services,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUJSXFRK1","True","7/31/2014 10:41:17 AM","Windows 7 Professional","CN=CWVUJSXFRK1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURG0882","False","7/31/2014 11:21:36 AM","Windows 7 Enterprise","CN=HSCSURG0882,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ME-48C7","True","7/31/2014 12:16:33 PM","Windows 7 Enterprise","CN=HS-ME-48C7,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"YOGA-MASTER8","True","7/31/2014 4:20:18 PM","Windows 8.1 Enterprise","CN=YOGA-MASTER8,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3306B","True","8/1/2014 9:21:05 AM","Windows 7 Enterprise","CN=HS-SPH-3306B,OU=MGMT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMED47A31","True","8/1/2014 9:42:20 AM","Windows 7 Enterprise","CN=HSMED47A31,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RIEDELLAB1-PC","True","8/1/2014 1:56:19 PM","Windows 7 Enterprise","CN=RIEDELLAB1-PC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-AD0F","True","8/1/2014 4:08:57 PM","Windows 7 Professional","CN=HSC-SOP-AD0F,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBRAHAM","True","8/2/2014 2:08:29 AM","Windows 8 Enterprise","CN=HSBRAHAM,OU=Helpdesk,OU=ITS,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSONDDBF","True","8/2/2014 10:55:38 AM","Windows 7 Enterprise","CN=HSSONDDBF,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LATITUDED620-PC","True","8/2/2014 6:24:47 PM","Windows 7 Enterprise","CN=LATITUDED620-PC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-NBARGHOU","True","8/4/2014 7:20:13 AM","Windows 7 Professional","CN=MD-NBARGHOU,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED2ABB","True","8/4/2014 10:16:31 AM","Windows 7 Enterprise","CN=HSCED2ABB,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RTRENTINI-PC","True","8/4/2014 1:56:03 PM","Windows Vista™ Enterprise","CN=RTRENTINI-PC,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCLOANER2","True","8/4/2014 2:58:25 PM","Windows 7 Enterprise","CN=MBRCCLOANER2,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMEF8CD","True","8/4/2014 10:28:24 PM","Windows 7 Enterprise","CN=HSMEF8CD,OU=Facilities,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHM4E3C","True","8/5/2014 8:57:34 AM","Windows 7 Enterprise","CN=HSBEHM4E3C,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCED573B","True","8/5/2014 10:50:41 AM","Windows 7 Professional","CN=HSCED573B,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sod-schmidt","True","8/5/2014 10:54:39 AM","Windows 8.1 Pro","CN=sod-schmidt,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHSCESXITEST","True","8/5/2014 1:19:39 PM","unknown","CN=CHSCESXITEST,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOMFF54","True","8/5/2014 1:23:07 PM","Windows 7 Enterprise","CN=HSSOMFF54,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-hmelecio","True","8/6/2014 9:17:50 AM","Windows 8.1 Pro","CN=sph-hmelecio,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PUGACHEVA9","True","8/6/2014 7:50:42 PM","Windows 7 Enterprise","CN=PUGACHEVA9,OU=Biochemistry,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-awtama","True","8/8/2014 7:47:52 AM","Windows 8.1 Pro","CN=sph-awtama,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-tglover2","True","8/8/2014 8:28:09 AM","Windows 8.1 Pro","CN=sph-tglover2,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-lorndor1","True","8/8/2014 8:36:05 AM","Windows 8.1 Pro","CN=sph-lorndor1,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-mlaw9","True","8/8/2014 8:48:20 AM","Windows 8.1 Pro","CN=sph-mlaw9,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"rdey","True","8/8/2014 9:02:03 AM","Mac OS X","CN=rdey,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-blburnette","True","8/8/2014 9:10:52 AM","Windows 8.1 Pro","CN=sph-blburnette,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-G104E","True","8/8/2014 10:17:56 AM","Windows 7 Enterprise","CN=HS-SPH-G104E,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-5F84","True","8/8/2014 10:39:21 AM","Windows 7 Enterprise","CN=HSC-SON-5F84,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCTSICF7A5","True","8/9/2014 10:22:22 AM","Windows 7 Professional","CN=HSCTSICF7A5,OU=WVCTSI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"YOGA-DEMO11","False","8/11/2014 7:29:28 AM","Windows 8.1 Pro","CN=YOGA-DEMO11,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"VCYPHERT-WIN7","True","8/11/2014 8:10:38 AM","Windows 7 Professional","CN=VCYPHERT-WIN7,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HELPDES-SW42BAX","True","8/12/2014 12:02:19 AM","Windows 7 Enterprise","CN=HELPDES-SW42BAX,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ACCESS1","True","8/12/2014 1:25:13 AM","Windows XP Professional","CN=ACCESS1,OU=Screensaver Exception Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBIOSCIE585","True","8/12/2014 8:55:28 AM","Windows 7 Enterprise","CN=HSBIOSCIE585,OU=BRNI,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SOP-C6BB","True","8/12/2014 1:04:16 PM","Windows 7 Enterprise","CN=HSC-SOP-C6BB,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SPH-samelius","True","8/12/2014 2:50:57 PM","Windows 8.1 Pro","CN=SPH-samelius,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS64B3","True","8/13/2014 5:04:47 AM","Windows 7 Professional","CN=HSPEDS64B3,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-19F8","True","8/13/2014 9:20:21 AM","Windows 7 Enterprise","CN=HSC-SON-19F8,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-OBGYN-9A36","True","8/13/2014 9:34:04 AM","Windows 7 Enterprise","CN=HS-OBGYN-9A36,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-JWIDMEYE","True","8/13/2014 11:02:45 AM","Windows 7 Enterprise","CN=HS-SPH-JWIDMEYE,OU=EPIDEM,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"RJONES23-MD","True","8/13/2014 11:40:44 AM","Windows 7 Professional","CN=RJONES23-MD,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"sph-jnfuller","True","8/13/2014 1:03:59 PM","Windows 8.1 Pro","CN=sph-jnfuller,OU=Student Laptops,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3012","True","8/13/2014 2:15:48 PM","Windows 7 Enterprise","CN=HS-SPH-3012,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSGID8F4","True","8/13/2014 3:11:23 PM","Windows 7 Enterprise","CN=HSGID8F4,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOP-83BD","True","8/13/2014 11:31:08 PM","Windows 7 Enterprise","CN=HS-SOP-83BD,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"H41761","True","8/14/2014 2:51:44 AM","Windows 7 Enterprise","CN=H41761,OU=Radiology,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-OME-74F6","True","8/14/2014 10:35:00 AM","Windows 7 Enterprise","CN=HS-OME-74F6,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOT51C6","True","8/14/2014 2:34:24 PM","Windows 7 Enterprise","CN=HSOT51C6,OU=Human Performance,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCIOEH177E","True","8/14/2014 11:42:30 PM","Windows 7 Enterprise","CN=HSCIOEH177E,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SOP-8561","True","8/16/2014 12:12:04 AM","Windows 7 Enterprise","CN=HS-SOP-8561,OU=SOP,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-A5F2","True","8/17/2014 9:05:30 AM","Windows 7 Ultimate","CN=HSC-SON-A5F2,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMEDB313","True","8/17/2014 2:36:39 PM","Windows 7 Enterprise","CN=HSMEDB313,OU=Med,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOMDEAN0DA4","True","8/17/2014 11:10:46 PM","Windows 7 Professional","CN=HSSOMDEAN0DA4,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-NEURO-E05C","True","8/18/2014 7:49:49 AM","Windows 7 Professional","CN=HS-NEURO-E05C,OU=Neurosurgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ROCOOK-OLAR","True","8/18/2014 8:05:44 AM","Windows 8.1 Enterprise","CN=ROCOOK-OLAR,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JPUTILA-PC","True","8/18/2014 9:58:13 AM","Windows 7 Enterprise","CN=JPUTILA-PC,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU8ZG9CK1","True","8/19/2014 4:10:15 PM","Windows 7 Enterprise","CN=CWVU8ZG9CK1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"LDARR-PC","True","8/20/2014 3:24:14 AM","Windows 7 Enterprise","CN=LDARR-PC,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCSURGFB6D","False","8/20/2014 11:06:02 AM","Windows 7 Enterprise","CN=HSCSURGFB6D,OU=Surgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS63BA","True","8/20/2014 11:13:40 AM","Windows 7 Professional","CN=HSPEDS63BA,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3825","True","8/20/2014 1:40:20 PM","Windows 7 Professional","CN=HS-SPH-3825,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-ANIMRES-6486","True","8/21/2014 7:24:13 AM","Windows 7 Enterprise","CN=HS-ANIMRES-6486,OU=Animal Quarters,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUFLDRBK1","True","8/21/2014 1:13:05 PM","Windows 7 Enterprise","CN=CWVUFLDRBK1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSNEURO089A","True","8/23/2014 11:59:10 AM","Windows 7 Enterprise","CN=HSNEURO089A,OU=Neurosurgery,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BEHM-64F9","True","8/24/2014 1:23:32 AM","Windows 7 Enterprise","CN=HS-BEHM-64F9,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-RESGRAD-0825","True","8/25/2014 8:07:58 AM","Windows 7 Professional","CN=HS-RESGRAD-0825,OU=ResGrad,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-PEDS-0CC5","True","8/25/2014 8:36:05 AM","Windows 7 Enterprise","CN=HS-PEDS-0CC5,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-JHUSTEAD","True","8/25/2014 8:40:02 AM","Windows 7 Professional","CN=MD-JHUSTEAD,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSSOM39D1","False","8/25/2014 9:13:22 AM","Windows 7 Enterprise","CN=HSSOM39D1,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"JROGERS-PC","True","8/25/2014 9:58:11 AM","Windows Vista™ Enterprise","CN=JROGERS-PC,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCADMIN2","True","8/25/2014 2:42:59 PM","Windows 7 Enterprise","CN=MBRCCADMIN2,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"OBGYN-THINK","True","8/25/2014 3:17:20 PM","Windows 7 Professional","CN=OBGYN-THINK,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPRCD18C","True","8/26/2014 1:20:58 PM","Windows 7 Enterprise","CN=HSPRCD18C,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCTECH1","True","8/27/2014 9:05:16 AM","Windows 7 Enterprise","CN=MBRCCTECH1,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"3093WD1X201","True","8/27/2014 11:04:55 AM","Windows 7 Professional","CN=3093WD1X201,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-G103B-1","True","8/28/2014 9:35:42 AM","Windows 7 Enterprise","CN=HS-SPH-G103B-1,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYNDF99","True","8/28/2014 10:57:47 AM","Windows 7 Enterprise","CN=HSOBGYNDF99,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMBRCCE585","True","8/28/2014 12:39:46 PM","Windows 7 Enterprise","CN=HSMBRCCE585,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSIM5687","True","8/29/2014 6:07:25 AM","Windows 7 Enterprise","CN=HSIM5687,OU=SOM,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED5982","True","9/1/2014 3:38:35 AM","Windows 7 Enterprise","CN=HSCEMMED5982,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHMAC3A","True","9/2/2014 5:39:51 AM","Windows 7 Enterprise","CN=HSBEHMAC3A,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVU29L44J1X","False","9/2/2014 10:58:08 AM","Windows 7 Enterprise","CN=CWVU29L44J1X,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUMYCHART2","True","9/2/2014 11:27:19 AM","Windows 7 Enterprise","CN=CWVUMYCHART2,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-MED-F96E","True","9/2/2014 11:38:17 AM","Windows 7 Professional","CN=HS-MED-F96E,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSCEMMED0CA6","True","9/3/2014 10:04:04 AM","Windows 7 Enterprise","CN=HSCEMMED0CA6,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-HSTAE8B1D","True","9/4/2014 9:14:27 AM","Windows 7 Enterprise","CN=HS-HSTAE8B1D,OU=HSTA,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-CED-E757","True","9/6/2014 2:09:15 PM","Windows 7 Professional","CN=HS-CED-E757,OU=CED,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CWVUG1ZD1R1","True","9/6/2014 6:32:07 PM","Windows 7 Professional","CN=CWVUG1ZD1R1,OU=CHSC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSEMMED092C","False","9/6/2014 10:57:12 PM","Windows 7 Enterprise","CN=HSEMMED092C,OU=Emergency Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"CHARTRM-G117-4","True","9/10/2014 2:06:52 PM","Windows 7 Enterprise","CN=CHARTRM-G117-4,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"ASH-COOPER","True","9/11/2014 5:48:20 AM","Windows 7 Enterprise","CN=ASH-COOPER,OU=EPIDEM,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSBEHM061B","True","9/12/2014 1:08:22 PM","Windows 7 Enterprise","CN=HSBEHM061B,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"THATGUY","True","9/13/2014 2:46:37 AM","Windows Server® 2008 Standard","CN=THATGUY,OU=CHSC Servers,OU=HS Servers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"PETBRAIN","True","9/13/2014 11:23:13 PM","Windows 7 Enterprise","CN=PETBRAIN,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-3D52","True","9/16/2014 7:00:35 AM","Windows 7 Professional","CN=HSC-SON-3D52,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3831CB3","True","9/16/2014 8:15:54 AM","Windows 7 Enterprise","CN=HS-SPH-3831CB3,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSMDTV170C","True","9/16/2014 10:36:40 AM","Windows 7 Enterprise","CN=HSMDTV170C,OU=Win7,OU=Inactive Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MD-AREYNOL7","True","9/16/2014 4:08:17 PM","Windows 7 Professional","CN=MD-AREYNOL7,OU=SOM,OU=Student Laptops,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"MBRCCCTRU14","True","9/17/2014 8:52:01 AM","Windows 7 Enterprise","CN=MBRCCCTRU14,OU=MBRCC,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-GALENTINE-LT","False","9/17/2014 9:52:09 AM","Windows 8.1 Pro","CN=HS-GALENTINE-LT,OU=SPH Laptops,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TESTINGPC","True","9/18/2014 9:41:01 AM","Windows 7 Enterprise","CN=TESTINGPC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-SPH-3301OLD","True","9/18/2014 10:23:50 AM","Windows 7 Enterprise","CN=HS-SPH-3301OLD,OU=MGMT,OU=SPH,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"SAMPLEPC","True","9/18/2014 12:44:23 PM","Windows 7 Enterprise","CN=SAMPLEPC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSOBGYN2245","True","9/18/2014 2:04:00 PM","Windows 7 Enterprise","CN=HSOBGYN2245,OU=OBGYN,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"TURTLE-PC","True","9/18/2014 2:07:54 PM","Windows 7 Enterprise","CN=TURTLE-PC,OU=Other Computers,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HS-BEHM-5149","True","9/18/2014 4:41:29 PM","Windows 7 Professional","CN=HS-BEHM-5149,OU=Behavioral Medicine,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSPEDS6F75","True","9/19/2014 10:19:45 AM","Windows 7 Enterprise","CN=HSPEDS6F75,OU=Pediatrics,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
"HSC-SON-AF53","True","9/20/2014 7:41:48 AM","Windows 7 Enterprise","CN=HSC-SON-AF53,OU=SON,OU=HS Computers,DC=HS,DC=wvu-ad,DC=wvu,DC=edu"
