"SamAccountName","SourceOU","TargetOU"
"its-rc-hsc-research-lab-charon","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-junliu","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-cuff","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-ivanov","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-bryner","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-lockman","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-famouri","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-dietz","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-martinez","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-eubank","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-petros","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-dawson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-dey","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-read-devries-nelson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-research-setolalab","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-ruppert","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-hollander","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-hileman","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-goodman","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-setola","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-traverse","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-huber","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-gallagher","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-geldenhuys","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-hussain","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-hazlehurst","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-mears","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-lindsey","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-busada","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-leonardi","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-mustafa","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-sokolov","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-mathers","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-lukomski","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-liu","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-spirou","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-rojanasakull","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-sivaramakrishnan","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-li","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-pistilli","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-siderovski","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-wan","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-mathew","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-pei","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-kelly","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-ren","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-Varvoutis","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-olfert","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-Konat","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-barbiere","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-simpskins","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-Takbiri-Borujeni","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-tucker","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-schreurs","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-rajendran","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-Kolandaivelu","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-ressetar","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-ramamurthy","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-robinson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-stoilov","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-salm","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-kovinich","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-robart","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-schaller","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-weed","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-benedito","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-yu","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-bennewitz","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-aulakh","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-gibson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-rosen","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-bey","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-frisch","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging-MIF","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-hyu","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-kijimoto","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-chantler","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-weil","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-kasson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-dental","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-devries-nelson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging-AMIF","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-research-lab-salido","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-mishra","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-seftor","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-research-labs-Liu_Tracy","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-smith","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-research-lab-robichaux","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-boone","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-boyd","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-bardes","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-groth","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-goldsmith","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging-PTMCF-Admin","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-anderson","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging-PTMCF-Users","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-rni","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-abyousaf","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-JianhiDu","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-cifarelli","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-davis","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-guo","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-nurkiewicz","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-rio","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-brown","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-test","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-admin","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging-MIF-admin","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-imaging-AMIF-admin","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-agazie","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-HPLCdata","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-alway","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"its-rc-hsc-research-lab-agmon","HSC/HSC AD Groups/ITS-RC-Research","HS Users/HSC/HSC AD Groups/ITS-RC-Research"
"HSC Box Exceptions","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS Citrix Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Horizon Helpdesk Console","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"SOMVideos Share Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"WVD ITS Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Reference Manager 11","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix RDP Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC PMC Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"All Horizon View Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix Pass Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Projects","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix Install","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"EXPH Admin Share Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix Stata Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Neuro and Engineering Research","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"MSDSS Admins","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Global Citrix Office","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Radiation Oncology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC COA CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC BASSCI CSC Group","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC EMMED CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Biochem CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Psychology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Microbiology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC BEHMED CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Physiology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC MBRCC CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Urology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC WVCTSI CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC RDTP CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Surgery CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC SON CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC STEPS CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Audiology CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Anatomy CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC BEHADPH CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"HSC Ortho CSC","HSC/HSC AD Groups/CSC Groups","HS Users/HSC/HSC AD Groups/CSC Groups"
"SCCM Console Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC LC Cameras","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix AxiumDev","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"Software-RemoveSophosReboot-F","HSC/HSC AD Groups/SCCM Applications","HS Users/HSC/HSC AD Groups/SCCM Applications"
"HSC Citrix File Explorer","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix IE for MAP","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS WVUM Shared User Report Group","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix Office","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HSC Citrix IE","HSC/HSC AD Groups-AMCAS","HS Users/HSC/HSC AD Groups-AMCAS"
"FTP Users","HSC/HSC AD Groups","HS Users/HSC/HSC AD Groups"
"HS VDI COVID 19 WVUM AI Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Woodberry 2102241246 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson HIV clinic InfRates","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID 19 WVUM AI Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Woodberry 2102241246 Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Endocarditis outcomes","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Ashley Thesis Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson RBC transfusion","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson MED ENT collab","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI PrescribingHabitsInTreatmentOfCarotidAndVertebra Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI VA 3C Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Ashley Thesis Data Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID19Occupation Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI VA 3C Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Gram neg accelerate","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI COVID Policy Evaluation Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Thompson_IBD_1712897991 Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Frye Research Facutly Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Family Teamwork in Asthma Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Family Teamwork in Asthma Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI IBDSurvey Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"jthompson Obesity QI","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Allen Opioid Duration Limit Group","HSC/HSC AD Groups/VDI and RDSH/HS VDI Allen Opioid Duration Limit Group","HS Users/HSC/HSC AD Groups/VDI and RDSH/HS VDI Allen Opioid Duration Limit Group"
"HS VDI polypharm Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Data Governance Directory Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Diabetes and Periodontal Disease Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI WVU HeartVascularInstitute Primary Research Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tobacco Cessation in dental school setting Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI WVU HeartVascularInstitute Primary Research Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Tobacco Cessation in dental school setting Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Diabetes and Periodontal Disease Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Sraj Shafic-CMC_and_Pregnancy_1930 Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Sraj Shafic-CMC_and_Pregnancy_1930 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI immune biomarkers for differential Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Lan Guo Samples Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI immune biomarkers for differential Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pediatric COVID clinical characteristics Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Lan Guo Samples Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI ANSYS MARPE 2021 Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Pediatric COVID clinical characteristics Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Hysteropexy Vs Con transvaginal prolapse Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Hysteropexy Vs Con transvaginal prolapse Faculty","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI ANSYS MARPE 2021 Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI TriNetX Validation BIOLOGICS Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Noncompliant Labeling by Departments Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI MOTOR Claims Group","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
"HS VDI Educational Records and Health Data Student","HSC/HSC AD Groups/VDI and RDSH","HS Users/HSC/HSC AD Groups/VDI and RDSH"
