"SamAccountName","SourceOU","TargetOU"
"FOAs","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"CRH Residents","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"SPH Public Folder Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"CTN_0030","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"HBRC","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"File-Forensics","HSC/SOM/BEHM/File-H-Ruby-Forensics","HS Users/HSC/SOM/BEHM/File-H-Ruby-Forensics"
"NAN Opiod Cognition Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"HSC Behavior Medicine Bariaware Share Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"File-H-Ruby-IOP","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"SOM Behavioral Medicine Data Sets RW","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"HB2816","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"HSC Telepsychiatry","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"HLA Case Studies","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"BEHM Behavioral Medicine Folder Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"BMED Yoga Study Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"Psych Internship","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"Child Nutrition","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"CRH1-Resident Computer Print Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"CRH1-NeuroPsyTest Computer Print Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"BMED Clinical Psychology Internship folder group RW","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"CRH1-INTERVIEW Computer Print Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"File-H-Ruby-Telepsych","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"BEHM Intune users","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"CPPW","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"PROMIS RW group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"PROMIS RO Group","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"NHLBI","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"obesity","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"RNI Addiction Protocols","HSC/SOM/BEHM","HS Users/HSC/SOM/BEHM"
"$Communications Sciences and Disorders","HSC/SOM/CSAD","HS Users/HSC/SOM/CSAD"
"Agmon Lab Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"database","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Film Library","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Conference Materials Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Otolaryngology","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"secretaries0","HSC/SOM/ENT/secretaries","HS Users/HSC/SOM/ENT/secretaries"
"snc","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"SNRC Shared","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"HSRS RO Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"ENT Graduated Resident Files Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"ENT Grant Mgr Share","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"ENT Head & Neck Service","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"HSC SOM ENT","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Berrebi Lab Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"research faculty","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"koike","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"ENT Medical Files Share Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"residents","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"HSRS Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Physician Incentive Dashboard","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Cyr Lab Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Spirou Research Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Mathers Lab Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"HSC OTOL All Shares Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"md faculty","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Spirou Lab Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"CV Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Dept DataBase Group","HSC/SOM/ENT","HS Users/HSC/SOM/ENT"
"Occupational Therapy","HSC/SOM/OT","HS Users/HSC/SOM/OT"
"Boden-Williams Share Group","HSC/SOM/OT","HS Users/HSC/SOM/OT"
"Surgery Intune Users","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"7512-ricoh Group","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"HSC Surgery Clinical Support Staff","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"7327-ricoh Group","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"7700g-ricoh Group","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"Plastic Surgery Department Share","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"Plastic Surgery Residency Share","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"HSC Surgery PC Billers","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"Urology Training","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"HSC Surgery ERAS","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"HSC Surgery Transplant Group","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"1409-ricoh Group","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"Administration","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"HSC Surgery Everyone","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"HSC SURGERY PC Faculty","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"SURG Chair Information Share","HSC/SOM/SURG","HS Users/HSC/SOM/SURG"
"Radiology","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"Radiology Resident Material Group","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"HSC Radiology","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"Radiology SAV Group","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"Radiology TimeClock","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"RAD Rad-admin share group","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"b112-hp1320n","HSC/SOM/RAD","HS Users/HSC/SOM/RAD"
"ScannedDocs","HSC/SOM/UHS","HS Users/HSC/SOM/UHS"
"UHS","HSC/SOM","HS Users/HSC/SOM"
"g113-minolta-161f Group","HSC/SOM/UHS","HS Users/HSC/SOM/UHS"
"Pyramed","HSC/SOM/UHS","HS Users/HSC/SOM/UHS"
"PHE0","HSC/SOM/UHS/PHE","HS Users/HSC/SOM/UHS/PHE"
"Nephrology Fellows","HSC/SOM","HS Users/HSC/SOM"
"NEUSCI","HSC/SOM","HS Users/HSC/SOM"
"SOM","HSC","HS Users/HSC"
"Path Anat SSL Decryption Group","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology MLS File Share Group","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"ACGME","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology Residents Complete","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Question-Bank","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology hscfp share","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology Apps-Standrd","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology WVUH share","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"grosslab","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology Curriculum Revision Share","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"TissueBank","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Question-Bank-RW-Access","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"HSC Pathology Secure Share","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Medical Examiners","HSC/SOM/PATH/ME","HS Users/HSC/SOM/PATH/ME"
"HSC PATH Robinson-research Group","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology Faculty","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"UML-folder","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Medtech Faculty","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology Residents","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"HSC Pathology","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Staff0","HSC/SOM/PATH/Staff","HS Users/HSC/SOM/PATH/Staff"
"TBDir","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"MLS Clinical Rotations Group","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Pathology FTP Group","HSC/SOM/PATH/FTP Account","HS Users/HSC/SOM/PATH/FTP Account"
"PAs","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"residents-file","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"Portfolio","HSC/SOM/PATH","HS Users/HSC/SOM/PATH"
"SOM Bariatrics Nutrition Research Share Group","HSC/SOM/SOM Bariatric Nutrition Research Share Group","HS Users/HSC/SOM/SOM Bariatric Nutrition Research Share Group"
"Human Performance Scantron Data Group","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"8707a-hplj-m177fw Group","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"8322-minolta-c3100p Group","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"humanperf","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"MLS Applications Group","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"8322-bizhub754 Group","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"Humanperf Intune users","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"EXPH Student Information Share","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"Human Performance Shared Folder Group","HSC/SOM/HUMANPERF","HS Users/HSC/SOM/HUMANPERF"
"Ortho-Residency Folder Share Group","HSC/SOM/ORTHO/Ortho-Residency Share Group","HS Users/HSC/SOM/ORTHO/Ortho-Residency Share Group"
"3940-brotherhl-2270dw","HSC/SOM/ORTHO","HS Users/HSC/SOM/ORTHO"
"HSC Ortho Billers","HSC/SOM/ORTHO","HS Users/HSC/SOM/ORTHO"
"HSC Ortho PC Faculty","HSC/SOM/ORTHO","HS Users/HSC/SOM/ORTHO"
"MAKO Robotic-Assist 8345","HSC/SOM/ORTHO","HS Users/HSC/SOM/ORTHO"
"OBGYN Admin Share Traverse Group","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"HAPI Surface Users","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"Labor and Delivery Share","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"shared1","HSC/SOM/OBGYN/shared","HS Users/HSC/SOM/OBGYN/shared"
"OBGYN Scan Users","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"OBGYN Accounting File Share","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"OBGYN Admin File Share Group","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"P&P","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"OBGYN Clerkship Administration Group Share","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"AEC","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"HS OBGYN New Scheduling Share Group","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"Obgyn Education Team Files Share","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"ADMIN4","HSC/SOM/OBGYN/ADMIN","HS Users/HSC/SOM/OBGYN/ADMIN"
"OBGYN Admin Faculty Promotion and Tenure Share","HSC/SOM/OBGYN","HS Users/HSC/SOM/OBGYN"
"Neurosurgery Staff Expenses Group","HSC/SOM/NEUSUR","HS Users/HSC/SOM/NEUSUR"
"RNI Admin folder group Read Only","HSC/SOM/NEUSUR","HS Users/HSC/SOM/NEUSUR"
"Neusur CSC","HSC/SOM/NEUSUR","HS Users/HSC/SOM/NEUSUR"
"NEUSUR","HSC/SOM","HS Users/HSC/SOM"
"HSC SOM PA Class of 2018","HSC/SOM/Students/PA/2018","HS Users/HSC/SOM/Students/PA/2018"
"HSC SOM Class of 2022","HSC/SOM/Students/2022","HS Users/HSC/SOM/Students/2022"
"HSC SOM Class of 2019","HSC/SOM/Students/2019","HS Users/HSC/SOM/Students/2019"
"HSC SOM Class of 2021","HSC/SOM/Students/2021","HS Users/HSC/SOM/Students/2021"
"HSC SOM Class of 2018","HSC/SOM/Students/2018","HS Users/HSC/SOM/Students/2018"
"HSC SOM Class of 2020-Mix","HSC/SOM/Students/2020","HS Users/HSC/SOM/Students/2020"
"HSC SOM Class of 2020","HSC/SOM/Students/2020","HS Users/HSC/SOM/Students/2020"
"$Neuroradiology","HSC/SOM/Neuroradiology","HS Users/HSC/SOM/Neuroradiology"
"ANEST","HSC/SOM","HS Users/HSC/SOM"
"Sleep Medicine Share Group","HSC/SOM/DEAN","HS Users/HSC/SOM/DEAN"
"Hospice-Palliative Fellow Share Group","HSC/SOM/DEAN","HS Users/HSC/SOM/DEAN"
"SOM Dean Fellowship Share Traverse Group","HSC/SOM/DEAN","HS Users/HSC/SOM/DEAN"
"SOM Dean Geriatric Medicine Share Group","HSC/SOM/DEAN","HS Users/HSC/SOM/DEAN"
"SOMDEAN1","HSC/SOM/DEAN/SOMDEAN","HS Users/HSC/SOM/DEAN/SOMDEAN"
"SOM Dean Fellowship Share Group","HSC/SOM/DEAN","HS Users/HSC/SOM/DEAN"
"Neurology Resident Archives File Share","HSC/SOM/NEURO","HS Users/HSC/SOM/NEURO"
"NEURO","HSC/SOM","HS Users/HSC/SOM"
"ADMIN1","HSC/SOM/NEURO/ADMIN","HS Users/HSC/SOM/NEURO/ADMIN"
"Neuro Headache Fellowship Share","HSC/SOM/NEURO","HS Users/HSC/SOM/NEURO"
"Neuro Residency File Share","HSC/SOM/NEURO","HS Users/HSC/SOM/NEURO"
"Neuro Neurology Data Group","HSC/SOM/NEURO","HS Users/HSC/SOM/NEURO"
"Neuro Intune Users","HSC/SOM/NEURO","HS Users/HSC/SOM/NEURO"
"HSC Neurology Scan","HSC/SOM/NEURO","HS Users/HSC/SOM/NEURO"
"$CAMDENCLARKRESIDENTS","HSC/SOM/CAMDENCLARKRESIDENTS","HS Users/HSC/SOM/CAMDENCLARKRESIDENTS"
"CAMDENCLARKRESIDENTS","HSC/SOM","HS Users/HSC/SOM"
"apchadmn-Administrators","HSC","HS Users/HSC"
"SON SSL Decryption Group","HSC/SON","HS Users/HSC/SON"
"Chair-ViceChair Share Group","HSC/SON","HS Users/HSC/SON"
"SON Faculty","HSC/SON","HS Users/HSC/SON"
"QOLI-RW","HSC/SON","HS Users/HSC/SON"
"SON GRANT","HSC/SON","HS Users/HSC/SON"
"Community Health N411 RO","HSC/SON","HS Users/HSC/SON"
"CORE-ICU Share Group","HSC/SON","HS Users/HSC/SON"
"QOLI-RO","HSC/SON","HS Users/HSC/SON"
"HRSA","HSC/SON/HPRR","HS Users/HSC/SON/HPRR"
"HPRR","HSC/SON","HS Users/HSC/SON"
"SHARED2","HSC/SON/HPRR/SHARED","HS Users/HSC/SON/HPRR/SHARED"
"BCSP","HSC/SON/HPRR","HS Users/HSC/SON/HPRR"
"WW","HSC/SON/HPRR","HS Users/HSC/SON/HPRR"
"HRSA-Read only","HSC/SON/HPRR","HS Users/HSC/SON/HPRR"
"SON East HPRR Group","HSC/SON/HPRR","HS Users/HSC/SON/HPRR"
"STUALUM","HSC/SON","HS Users/HSC/SON"
"SSDB","HSC/SON/STUALUM","HS Users/HSC/SON/STUALUM"
"HSCE SON Alpaca Group","HSC/SON","HS Users/HSC/SON"
"SPSS","HSC/SON","HS Users/HSC/SON"
"FacultyTeachingAssignments","HSC/SON/ACAF","HS Users/HSC/SON/ACAF"
"SON-Evaluations","HSC/SON/ACAF","HS Users/HSC/SON/ACAF"
"WorkloadAssignments","HSC/SON/ACAF","HS Users/HSC/SON/ACAF"
"ACAF","HSC/SON","HS Users/HSC/SON"
"AffiliationAgreements2","HSC/SON/ACAF","HS Users/HSC/SON/ACAF"
"SON Staff","HSC/SON","HS Users/HSC/SON"
"SON","HSC","HS Users/HSC"
"SON Toshiba Printing Group","HSC/SON","HS Users/HSC/SON"
"HEALRES","HSC/SON","HS Users/HSC/SON"
"SONEOL","HSC/SON","HS Users/HSC/SON"
"HEALSYS","HSC/SON","HS Users/HSC/SON"
"Graphics","HSC/SON","HS Users/HSC/SON"
"SON IPE Share","HSC/SON","HS Users/HSC/SON"
"KEYSER","HSC/SON","HS Users/HSC/SON"
"SON ONR Share Group","HSC/SON","HS Users/HSC/SON"
"Grant Templates","HSC/SON","HS Users/HSC/SON"
"HPRR shared folder group","HSC/SON/RESEARCH/HPRR shared folder","HS Users/HSC/SON/RESEARCH/HPRR shared folder"
"RES","HSC/SONEARCH","HS Users/HSC/SONEARCH"
"SONDEAN","HSC/SON/DEAN","HS Users/HSC/SON/DEAN"
"SON INSPIRE Grant File Share","HSC/SON","HS Users/HSC/SON"
"GYNEONC","HSC/MBRCC","HS Users/HSC/MBRCC"
"HSC MBRCC","HSC/MBRCC","HS Users/HSC/MBRCC"
"SURGONC","HSC/MBRCC","HS Users/HSC/MBRCC"
"1632-hp2055dn Group","HSC/MBRCC/MBRCC Group/MBRCC Printers","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Printers"
"prete-hp8550 Group","HSC/MBRCC/MBRCC Group/MBRCC Printers","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Printers"
"1850-hpP1606dn","HSC/MBRCC/MBRCC Group/MBRCC Printers","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Printers"
"Prete-moh-hp4200 Group","HSC/MBRCC/MBRCC Group/MBRCC Printers","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Printers"
"HSRS-MBRCC-RW","HSC/MBRCC/MBRCC Group/MBRCC Administrative","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Administrative"
"MBRCC Reference Manager Group","HSC/MBRCC/MBRCC Group/MBRCC Administrative","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Administrative"
"HSRS-MBRCC-RO","HSC/MBRCC/MBRCC Group/MBRCC Administrative","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Administrative"
"MBRCC My Doc Redirect","HSC/MBRCC/MBRCC Group/MBRCC Administrative","HS Users/HSC/MBRCC/MBRCC Group/MBRCC Administrative"
"MBRCC Idle Time Session Timeout","HSC/MBRCC/MBRCC Group/MBRCC MIF","HS Users/HSC/MBRCC/MBRCC Group/MBRCC MIF"
"MBRCC NSG Breeding Colony Group","HSC/MBRCC/MBRCC Group","HS Users/HSC/MBRCC/MBRCC Group"
"RADONC","HSC/MBRCC","HS Users/HSC/MBRCC"
"MBRCC0","HSC/MBRCC/MBRCC","HS Users/HSC/MBRCC/MBRCC"
"MBRCC MGMT","HSC/MBRCC/MGMT","HS Users/HSC/MBRCC/MGMT"
"MBRCC MyDoc Redirect","HSC/MBRCC","HS Users/HSC/MBRCC"
"CCC","HSC/MBRCC","HS Users/HSC/MBRCC"
"Wes Image Review","HSC/MBRCC/RESLAB","HS Users/HSC/MBRCC/RESLAB"
"Reslab Share Traverse Group","HSC/MBRCC/RESLAB","HS Users/HSC/MBRCC/RESLAB"
"acndata","HSC/MBRCC/CEI","HS Users/HSC/MBRCC/CEI"
"CEI","HSC/MBRCC","HS Users/HSC/MBRCC"
"WVPiccs","HSC/MBRCC/CEI","HS Users/HSC/MBRCC/CEI"
"Prete-Quickbooks","HSC/MBRCC/CEI","HS Users/HSC/MBRCC/CEI"
"MBRCC Cervical Cancer Prevention Study-P01 RW Group","HSC/MBRCC/CEI","HS Users/HSC/MBRCC/CEI"
"BMT","HSC/MBRCC","HS Users/HSC/MBRCC"
"Hematology","HSC/MBRCC/HEMONC","HS Users/HSC/MBRCC/HEMONC"
"MBRCC Hemonc Fellowship Share Group","HSC/MBRCC/HEMONC","HS Users/HSC/MBRCC/HEMONC"
"CTRU","HSC/MBRCC","HS Users/HSC/MBRCC"
"MBRCC CTRU Training","HSC/MBRCC/CTRU","HS Users/HSC/MBRCC/CTRU"
"MBRCC Intune Users","HSC/MBRCC","HS Users/HSC/MBRCC"
"Unused Folder Share","HSC/MBRCC","HS Users/HSC/MBRCC"
"REEDPLAN","HSC/MBRCC","HS Users/HSC/MBRCC"
"Wapac Admins","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"Blueprints-RO","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"MGMT0","HSC/ADMIN/FACIL/MGMT/MGMT","HS Users/HSC/ADMIN/FACIL/MGMT/MGMT"
"TMAGRP","HSC/ADMIN/FACIL/MGMT","HS Users/HSC/ADMIN/FACIL/MGMT"
"HSC Archives Drive Map Group","HSC/ADMIN/FACIL/ME","HS Users/HSC/ADMIN/FACIL/ME"
"ME","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"projects","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"Blueprints-Full","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"FACIL","HSC/ADMIN","HS Users/HSC/ADMIN"
"Wattstopper Admins","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"mpulse","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"HSC Facilities Share Traverse","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"Facilities Access Share","HSC/ADMIN/FACIL","HS Users/HSC/ADMIN/FACIL"
"Human Resources","HSC/ADMIN/HR","HS Users/HSC/ADMIN/HR"
"SoP Development RW Group","HSC/ADMIN/DEVEL","HS Users/HSC/ADMIN/DEVEL"
"WVUTEST","HSC/ADMIN","HS Users/HSC/ADMIN"
"CED SSL Decryption Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-reception-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"TBI Scans Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED NNCIS Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-205-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-207-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-139-minolta-c3110 Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED Receiving Inventory Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"ced-208-minolta-4700p Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"Feeding&SwallowingClinic Share Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED Music Therapy Share","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED TBI Referrrals Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"CED EPI DHHR Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"HSC CED Clinic Database Group","HSC/ADMIN/CED","HS Users/HSC/ADMIN/CED"
"SECUR","HSC/ADMIN","HS Users/HSC/ADMIN"
"BIOSAF","HSC/ADMIN","HS Users/HSC/ADMIN"
"1025-minolta","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"pcol 761","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 730","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 713","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 775","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"path 751","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"pdci 745-746","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"woodrum-ross folders","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 740-741","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 725","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"SOMDEAN","HSC/ADMIN","HS Users/HSC/ADMIN"
"nban 703","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 721-722","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"ccmd 712","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"micb 701","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"micb 702","HSC/ADMIN/SOMDEAN","HS Users/HSC/ADMIN/SOMDEAN"
"BOOKS","HSC/ADMIN","HS Users/HSC/ADMIN"
"BRNI","HSC/ADMIN Group","HS Users/HSC/ADMIN Group"
"BRNI Accounting and Finance Share Group","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"RNI HPIC Members","HSC/ADMIN/BRNI/Sharepoint Groups","HS Users/HSC/ADMIN/BRNI/Sharepoint Groups"
"RNI HPIC Admins","HSC/ADMIN/BRNI/Sharepoint Groups","HS Users/HSC/ADMIN/BRNI/Sharepoint Groups"
"BRNI DAG Data Group","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"BRNIaccounting","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"RNI Intune Users","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"BRNI Diagnostic Data Group","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"BMED Awards Share Group","HSC/ADMIN/BRNI","HS Users/HSC/ADMIN/BRNI"
"grads_db_ro","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"grads_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"grants_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"biomed_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"DATASYS","HSC/ADMIN","HS Users/HSC/ADMIN"
"imed_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"parking_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"ALUMNI_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"BSO_db","HSC/ADMIN/DATASYS","HS Users/HSC/ADMIN/DATASYS"
"BIOMED0","HSC/ADMIN/BIOMED/BIOMED","HS Users/HSC/ADMIN/BIOMED/BIOMED"
